scenario,extra_per_hoofdberoeper,opbrengst_rel,bovengrens_mln_euro_2023,hoofdberoep_mln_euro_2023,opbrengst_schijf_als_aandeel_bijdragen_onder_minimumdrempel
geen_plafond,364.9301040000001,0.06208405988431441,313.349378679701,195.9007246842652,
geen_degressieve_schijf,96.73540299999993,0.016457196835658376,83.06242234918622,51.92921971250809,0.09737986293288979
beide,625.059353,0.1063387807077237,536.7108872456458,335.54255700258125,
