jaar,stelsel,definitie,deflator,reeks,waarde
2018,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,4.9893616925
2019,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,4.87102395927
2020,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,4.34342866
2021,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,4.49976953899
2022,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,4.17841047631
2023,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,4.43802247988
2003,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,6.96597018377
2004,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,7.30335145527
2005,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,7.36833320355
2006,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,7.56971145798
2007,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,7.56671980293
2008,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,8.18146005455
2009,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,8.58143693708
2010,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,8.7342158885
2011,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,8.77918672456
2012,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,8.48672673477
2013,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,8.61279159354
2014,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,8.82001029717
2015,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,7.66214131582
2016,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,7.43916763042
2017,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,7.73398153201
2018,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,7.71490869486
2019,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,7.67206366445
2020,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,11.049852453
2021,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,9.482697849
2022,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,8.19534044768
2023,zelfstandigen,Z2,gezondheidsindex,uitgaven_pc_reeel,7.76444688613
2003,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,100
2004,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,102.377319237
2005,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,104.76290921
2006,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,106.596861403
2007,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,106.351973057
2008,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,113.58689688
2009,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,117.554325893
2010,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,117.372336593
2011,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,114.015326256
2012,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,113.342985273
2013,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,115.641014094
2014,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,114.240520228
2015,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,117.975424219
2016,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,116.063835823
2017,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,113.19521237
2018,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,111.090264979
2019,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,108.455424903
2020,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,96.7082906584
2021,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,100.189286975
2022,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,93.0340904537
2023,zelfstandigen,Z2,gezondheidsindex,index_bijdragen_pc,98.8144623821
2003,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,100
2004,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,104.843277571
2005,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,105.776123199
2006,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,108.667009164
2007,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,108.624062454
2008,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,117.448967462
2009,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,123.190836462
2010,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,125.384055029
2011,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,126.029633963
2012,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,121.831223948
2013,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,123.640948301
2014,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,126.615676847
2015,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,109.993886188
2016,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,106.792986966
2017,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,111.025188566
2018,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,110.751388412
2019,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,110.136326485
2020,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,158.626180726
2021,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,136.128889427
2022,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,117.648227476
2023,zelfstandigen,Z2,gezondheidsindex,index_uitgaven_pc,111.462534023
2003,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.644744096641
2004,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.629579442164
2005,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.638568187389
2006,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.632461476935
2007,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.631257985071
2008,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.623542997455
2009,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.615244281401
2010,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.603546608138
2011,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.583281139673
2012,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.599823413751
2013,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.603027251014
2014,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.581728130736
2015,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.691528965381
2016,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.700715235206
2017,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.657345831933
2018,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.646716881539
2019,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.634904006576
2020,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.393075715577
2021,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.474524192444
2022,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.509851970518
2023,zelfstandigen,Z2,gezondheidsindex,ratio_bijdragen_uitgaven,0.571582566662
2003,werknemers,W1,gezondheidsindex,populatie,3416845
2004,werknemers,W1,gezondheidsindex,populatie,3446922
2005,werknemers,W1,gezondheidsindex,populatie,3488326
2006,werknemers,W1,gezondheidsindex,populatie,3552305
2007,werknemers,W1,gezondheidsindex,populatie,3632158
2008,werknemers,W1,gezondheidsindex,populatie,3664695
2009,werknemers,W1,gezondheidsindex,populatie,3650975
2010,werknemers,W1,gezondheidsindex,populatie,3702275
2011,werknemers,W1,gezondheidsindex,populatie,3724412
2012,werknemers,W1,gezondheidsindex,populatie,3717226
2013,werknemers,W1,gezondheidsindex,populatie,3704916
2014,werknemers,W1,gezondheidsindex,populatie,3726937
2015,werknemers,W1,gezondheidsindex,populatie,3752674
2016,werknemers,W1,gezondheidsindex,populatie,3801359
2017,werknemers,W1,gezondheidsindex,populatie,3858071
2018,werknemers,W1,gezondheidsindex,populatie,3914029
2019,werknemers,W1,gezondheidsindex,populatie,3966918
2020,werknemers,W1,gezondheidsindex,populatie,3946692
2021,werknemers,W1,gezondheidsindex,populatie,4019084
2022,werknemers,W1,gezondheidsindex,populatie,4069839
2023,werknemers,W1,gezondheidsindex,populatie,3992877
2003,werknemers,W1,gezondheidsindex,index_populatie,100
2004,werknemers,W1,gezondheidsindex,index_populatie,100.880256494
2005,werknemers,W1,gezondheidsindex,index_populatie,102.092017636
2006,werknemers,W1,gezondheidsindex,index_populatie,103.964476001
2007,werknemers,W1,gezondheidsindex,index_populatie,106.301514994
2008,werknemers,W1,gezondheidsindex,index_populatie,107.25376773
2009,werknemers,W1,gezondheidsindex,index_populatie,106.852227713
2010,werknemers,W1,gezondheidsindex,index_populatie,108.353612763
2011,werknemers,W1,gezondheidsindex,index_populatie,109.001491142
2012,werknemers,W1,gezondheidsindex,index_populatie,108.791180168
2013,werknemers,W1,gezondheidsindex,index_populatie,108.430906289
2014,werknemers,W1,gezondheidsindex,index_populatie,109.075389724
2015,werknemers,W1,gezondheidsindex,index_populatie,109.828628457
2016,werknemers,W1,gezondheidsindex,index_populatie,111.253480916
2017,werknemers,W1,gezondheidsindex,index_populatie,112.913257698
2018,werknemers,W1,gezondheidsindex,index_populatie,114.55096734
2019,werknemers,W1,gezondheidsindex,index_populatie,116.098857279
2020,werknemers,W1,gezondheidsindex,index_populatie,115.506907688
2021,werknemers,W1,gezondheidsindex,index_populatie,117.625587347
2022,werknemers,W1,gezondheidsindex,index_populatie,119.11102201
2023,werknemers,W1,gezondheidsindex,index_populatie,116.858593234
2003,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.4109014836
2004,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.3348035324
2005,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.3140152951
2006,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.1879568557
2007,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.4056701958
2008,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.1925788009
2009,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.4693998207
2010,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.1261820614
2011,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.2836531456
2012,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.5948165936
2013,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.7868376022
2014,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,16.1836396706
2015,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,16.5296854422
2016,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.9835759032
2017,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.9030740675
2018,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.7074223451
2019,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.8208356288
2020,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.4496252608
2021,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.7365690221
2022,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,15.497814696
2023,werknemers,W1,gezondheidsindex,bijdragen_pc_reeel,16.2624734228
2003,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,21.7096281079
2004,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,22.9028654416
2005,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,23.0544656155
2006,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,22.9578644468
2007,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,23.0656454912
2008,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,21.9527921357
2009,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,23.6428600966
2010,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,23.88460945
2011,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,24.2374729445
2012,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,24.1382836302
2013,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,24.8680159376
2014,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,25.8484752461
2015,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,21.9324430212
2016,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,21.9080270836
2017,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,22.3679592662
2018,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,22.2967166086
2019,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,22.4180300558
2020,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,24.6989455935
2021,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,23.9391876851
2022,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,22.8723237679
2023,werknemers,W1,gezondheidsindex,uitgaven_pc_reeel,24.148670635
2003,werknemers,W1,gezondheidsindex,index_bijdragen_pc,100
2004,werknemers,W1,gezondheidsindex,index_bijdragen_pc,99.5062070102
2005,werknemers,W1,gezondheidsindex,index_bijdragen_pc,99.3713139455
2006,werknemers,W1,gezondheidsindex,index_bijdragen_pc,98.5533316912
2007,werknemers,W1,gezondheidsindex,index_bijdragen_pc,99.9660546287
2008,werknemers,W1,gezondheidsindex,index_bijdragen_pc,98.5833230917
2009,werknemers,W1,gezondheidsindex,index_bijdragen_pc,100.379590624
2010,werknemers,W1,gezondheidsindex,index_bijdragen_pc,98.1524804211
2011,werknemers,W1,gezondheidsindex,index_bijdragen_pc,99.1742965972
2012,werknemers,W1,gezondheidsindex,index_bijdragen_pc,101.193409161
2013,werknemers,W1,gezondheidsindex,index_bijdragen_pc,102.439416792
2014,werknemers,W1,gezondheidsindex,index_bijdragen_pc,105.014230919
2015,werknemers,W1,gezondheidsindex,index_bijdragen_pc,107.259691847
2016,werknemers,W1,gezondheidsindex,index_bijdragen_pc,103.716034525
2017,werknemers,W1,gezondheidsindex,index_bijdragen_pc,103.193665111
2018,werknemers,W1,gezondheidsindex,index_bijdragen_pc,101.924098093
2019,werknemers,W1,gezondheidsindex,index_bijdragen_pc,102.660027032
2020,werknemers,W1,gezondheidsindex,index_bijdragen_pc,100.251275224
2021,werknemers,W1,gezondheidsindex,index_bijdragen_pc,102.113228346
2022,werknemers,W1,gezondheidsindex,index_bijdragen_pc,100.56397228
2023,werknemers,W1,gezondheidsindex,index_bijdragen_pc,105.525776283
2003,werknemers,W1,gezondheidsindex,index_uitgaven_pc,100
2004,werknemers,W1,gezondheidsindex,index_uitgaven_pc,105.496350871
2005,werknemers,W1,gezondheidsindex,index_uitgaven_pc,106.194659351
2006,werknemers,W1,gezondheidsindex,index_uitgaven_pc,105.749690104
2007,werknemers,W1,gezondheidsindex,index_uitgaven_pc,106.246156666
2008,werknemers,W1,gezondheidsindex,index_uitgaven_pc,101.120074589
2009,werknemers,W1,gezondheidsindex,index_uitgaven_pc,108.904952121
2010,werknemers,W1,gezondheidsindex,index_uitgaven_pc,110.018510364
2011,werknemers,W1,gezondheidsindex,index_uitgaven_pc,111.643888251
2012,werknemers,W1,gezondheidsindex,index_uitgaven_pc,111.186997355
2013,werknemers,W1,gezondheidsindex,index_uitgaven_pc,114.548327654
2014,werknemers,W1,gezondheidsindex,index_uitgaven_pc,119.064569497
2015,werknemers,W1,gezondheidsindex,index_uitgaven_pc,101.026341456
2016,werknemers,W1,gezondheidsindex,index_uitgaven_pc,100.913875515
2017,werknemers,W1,gezondheidsindex,index_uitgaven_pc,103.032438672
2018,werknemers,W1,gezondheidsindex,index_uitgaven_pc,102.704277096
2019,werknemers,W1,gezondheidsindex,index_uitgaven_pc,103.263077305
2020,werknemers,W1,gezondheidsindex,index_uitgaven_pc,113.769547183
2021,werknemers,W1,gezondheidsindex,index_uitgaven_pc,110.269911424
2022,werknemers,W1,gezondheidsindex,index_uitgaven_pc,105.355668251
2023,werknemers,W1,gezondheidsindex,index_uitgaven_pc,111.234842508
2003,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.709864830799
2004,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.669558294854
2005,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.664253752417
2006,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.661557911489
2007,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.667905444124
2008,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.692056787444
2009,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.654294774723
2010,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.633302465885
2011,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.630579482466
2012,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.646061535797
2013,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.634824975253
2014,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.626096491824
2015,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.753663667389
2016,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.729576234421
2017,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.7109756361
2018,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.704472439636
2019,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.705719262104
2020,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.625517603669
2021,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.657356015127
2022,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.677579368553
2023,werknemers,W1,gezondheidsindex,ratio_bijdragen_uitgaven,0.673431414448
2003,werknemers,W2,gezondheidsindex,populatie,3431288
2004,werknemers,W2,gezondheidsindex,populatie,3460962
2005,werknemers,W2,gezondheidsindex,populatie,3501575
2006,werknemers,W2,gezondheidsindex,populatie,3566422
2007,werknemers,W2,gezondheidsindex,populatie,3646646
2008,werknemers,W2,gezondheidsindex,populatie,3679558
2009,werknemers,W2,gezondheidsindex,populatie,3665867
2010,werknemers,W2,gezondheidsindex,populatie,3717768
2011,werknemers,W2,gezondheidsindex,populatie,3740447
2012,werknemers,W2,gezondheidsindex,populatie,3733131
2013,werknemers,W2,gezondheidsindex,populatie,3721153
2014,werknemers,W2,gezondheidsindex,populatie,3743258
2015,werknemers,W2,gezondheidsindex,populatie,3769678
2016,werknemers,W2,gezondheidsindex,populatie,3818849
2017,werknemers,W2,gezondheidsindex,populatie,3876357
2018,werknemers,W2,gezondheidsindex,populatie,3933049
2019,werknemers,W2,gezondheidsindex,populatie,3986725
2020,werknemers,W2,gezondheidsindex,populatie,3966758
2021,werknemers,W2,gezondheidsindex,populatie,4040443
2022,werknemers,W2,gezondheidsindex,populatie,4092156
2023,werknemers,W2,gezondheidsindex,populatie,4015175
2003,werknemers,W2,gezondheidsindex,index_populatie,100
2004,werknemers,W2,gezondheidsindex,index_populatie,100.864806452
2005,werknemers,W2,gezondheidsindex,index_populatie,102.048414473
2006,werknemers,W2,gezondheidsindex,index_populatie,103.938287897
2007,werknemers,W2,gezondheidsindex,index_populatie,106.276302077
2008,werknemers,W2,gezondheidsindex,index_populatie,107.235475425
2009,werknemers,W2,gezondheidsindex,index_populatie,106.836470736
2010,werknemers,W2,gezondheidsindex,index_populatie,108.349051435
2011,werknemers,W2,gezondheidsindex,index_populatie,109.009998578
2012,werknemers,W2,gezondheidsindex,index_populatie,108.796784181
2013,werknemers,W2,gezondheidsindex,index_populatie,108.447702437
2014,werknemers,W2,gezondheidsindex,index_populatie,109.091921168
2015,werknemers,W2,gezondheidsindex,index_populatie,109.861894426
2016,werknemers,W2,gezondheidsindex,index_populatie,111.294913164
2017,werknemers,W2,gezondheidsindex,index_populatie,112.970901889
2018,werknemers,W2,gezondheidsindex,index_populatie,114.623109456
2019,werknemers,W2,gezondheidsindex,index_populatie,116.187420001
2020,werknemers,W2,gezondheidsindex,index_populatie,115.605510234
2021,werknemers,W2,gezondheidsindex,index_populatie,117.752954576
2022,werknemers,W2,gezondheidsindex,index_populatie,119.260056282
2023,werknemers,W2,gezondheidsindex,index_populatie,117.016554716
2003,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.3460338158
2004,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.2725952095
2005,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.2560712588
2006,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.1278382307
2007,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.3444639944
2008,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.131210751
2009,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.4065578512
2010,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.0631469449
2011,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.2181333352
2012,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.5283748969
2013,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.7179528016
2014,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,16.1130772934
2015,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,16.4551244926
2016,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.9103725002
2017,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.8280542455
2018,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.6314621491
2019,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.7422339467
2020,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.3714727291
2021,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.6533807732
2022,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,15.4132957455
2023,werknemers,W2,gezondheidsindex,bijdragen_pc_reeel,16.1721608878
2003,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,21.6182477986
2004,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,22.8099559469
2005,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,22.967233837
2006,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,22.8669901273
2007,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,22.9740064695
2008,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,21.8641172597
2009,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,23.5468147484
2010,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,23.7850754677
2011,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,24.1335688179
2012,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,24.0354425027
2013,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,24.7595060282
2014,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,25.7357731656
2015,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,21.8335116904
2016,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,21.8076902036
2017,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,22.2624425392
2018,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,22.1888909624
2019,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,22.3066519394
2020,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,24.5740050143
2021,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,23.8126379207
2022,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,22.7475871622
2023,werknemers,W2,gezondheidsindex,uitgaven_pc_reeel,24.0145626427
2003,werknemers,W2,gezondheidsindex,index_bijdragen_pc,100
2004,werknemers,W2,gezondheidsindex,index_bijdragen_pc,99.521448948
2005,werknemers,W2,gezondheidsindex,index_bijdragen_pc,99.4137732394
2006,werknemers,W2,gezondheidsindex,index_bijdragen_pc,98.5781630113
2007,werknemers,W2,gezondheidsindex,index_bijdragen_pc,99.9897705074
2008,werknemers,W2,gezondheidsindex,index_bijdragen_pc,98.6001395065
2009,werknemers,W2,gezondheidsindex,index_bijdragen_pc,100.394395296
2010,werknemers,W2,gezondheidsindex,index_bijdragen_pc,98.1566124889
2011,werknemers,W2,gezondheidsindex,index_bijdragen_pc,99.1665567659
2012,werknemers,W2,gezondheidsindex,index_bijdragen_pc,101.18819679
2013,werknemers,W2,gezondheidsindex,index_bijdragen_pc,102.423551195
2014,werknemers,W2,gezondheidsindex,index_bijdragen_pc,104.998317395
2015,werknemers,W2,gezondheidsindex,index_bijdragen_pc,107.227213821
2016,werknemers,W2,gezondheidsindex,index_bijdragen_pc,103.677423699
2017,werknemers,W2,gezondheidsindex,index_bijdragen_pc,103.141009824
2018,werknemers,W2,gezondheidsindex,index_bijdragen_pc,101.859948549
2019,werknemers,W2,gezondheidsindex,index_bijdragen_pc,102.581775433
2020,werknemers,W2,gezondheidsindex,index_bijdragen_pc,100.165768652
2021,werknemers,W2,gezondheidsindex,index_bijdragen_pc,102.002777794
2022,werknemers,W2,gezondheidsindex,index_bijdragen_pc,100.438301717
2023,werknemers,W2,gezondheidsindex,index_bijdragen_pc,105.383326285
2003,werknemers,W2,gezondheidsindex,index_uitgaven_pc,100
2004,werknemers,W2,gezondheidsindex,index_uitgaven_pc,105.512510354
2005,werknemers,W2,gezondheidsindex,index_uitgaven_pc,106.240034118
2006,werknemers,W2,gezondheidsindex,index_uitgaven_pc,105.776334605
2007,werknemers,W2,gezondheidsindex,index_uitgaven_pc,106.271362432
2008,werknemers,W2,gezondheidsindex,index_uitgaven_pc,101.137323725
2009,werknemers,W2,gezondheidsindex,index_uitgaven_pc,108.921014172
2010,werknemers,W2,gezondheidsindex,index_uitgaven_pc,110.023141974
2011,werknemers,W2,gezondheidsindex,index_uitgaven_pc,111.635175259
2012,werknemers,W2,gezondheidsindex,index_uitgaven_pc,111.181270224
2013,werknemers,W2,gezondheidsindex,index_uitgaven_pc,114.530586655
2014,werknemers,W2,gezondheidsindex,index_uitgaven_pc,119.046526829
2015,werknemers,W2,gezondheidsindex,index_uitgaven_pc,100.995750876
2016,werknemers,W2,gezondheidsindex,index_uitgaven_pc,100.876307862
2017,werknemers,W2,gezondheidsindex,index_uitgaven_pc,102.979865651
2018,werknemers,W2,gezondheidsindex,index_uitgaven_pc,102.639636519
2019,werknemers,W2,gezondheidsindex,index_uitgaven_pc,103.184366037
2020,werknemers,W2,gezondheidsindex,index_uitgaven_pc,113.672510572
2021,werknemers,W2,gezondheidsindex,index_uitgaven_pc,110.150638213
2022,werknemers,W2,gezondheidsindex,index_uitgaven_pc,105.224009707
2023,werknemers,W2,gezondheidsindex,index_uitgaven_pc,111.084685801
2003,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.709864830799
2004,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.669558294854
2005,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.664253752417
2006,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.661557911489
