jaar,stelsel,definitie,deflator,reeks,waarde
2010,werknemers,W1,cpi,index_uitgaven_pc,108.646387286
2011,werknemers,W1,cpi,index_uitgaven_pc,109.749451601
2012,werknemers,W1,cpi,index_uitgaven_pc,109.098626227
2013,werknemers,W1,cpi,index_uitgaven_pc,112.540401593
2014,werknemers,W1,cpi,index_uitgaven_pc,117.05286949
2015,werknemers,W1,cpi,index_uitgaven_pc,99.8043901858
2016,werknemers,W1,cpi,index_uitgaven_pc,99.810434493
2017,werknemers,W1,cpi,index_uitgaven_pc,101.623615923
2018,werknemers,W1,cpi,index_uitgaven_pc,101.012109927
2019,werknemers,W1,cpi,index_uitgaven_pc,101.591308135
2020,werknemers,W1,cpi,index_uitgaven_pc,112.194334023
2021,werknemers,W1,cpi,index_uitgaven_pc,108.289649144
2022,werknemers,W1,cpi,index_uitgaven_pc,103.141233388
2023,werknemers,W1,cpi,index_uitgaven_pc,109.18601626
2003,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.709864830799
2004,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.669558294854
2005,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.664253752417
2006,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.661557911489
2007,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.667905444124
2008,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.692056787444
2009,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.654294774723
2010,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.633302465885
2011,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.630579482466
2012,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.646061535797
2013,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.634824975253
2014,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.626096491824
2015,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.753663667389
2016,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.729576234421
2017,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.7109756361
2018,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.704472439636
2019,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.705719262104
2020,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.625517603669
2021,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.657356015127
2022,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.677579368553
2023,werknemers,W1,cpi,ratio_bijdragen_uitgaven,0.673431414448
2003,werknemers,W2,cpi,populatie,3431288
2004,werknemers,W2,cpi,populatie,3460962
2005,werknemers,W2,cpi,populatie,3501575
2006,werknemers,W2,cpi,populatie,3566422
2007,werknemers,W2,cpi,populatie,3646646
2008,werknemers,W2,cpi,populatie,3679558
2009,werknemers,W2,cpi,populatie,3665867
2010,werknemers,W2,cpi,populatie,3717768
2011,werknemers,W2,cpi,populatie,3740447
2012,werknemers,W2,cpi,populatie,3733131
2013,werknemers,W2,cpi,populatie,3721153
2014,werknemers,W2,cpi,populatie,3743258
2015,werknemers,W2,cpi,populatie,3769678
2016,werknemers,W2,cpi,populatie,3818849
2017,werknemers,W2,cpi,populatie,3876357
2018,werknemers,W2,cpi,populatie,3933049
2019,werknemers,W2,cpi,populatie,3986725
2020,werknemers,W2,cpi,populatie,3966758
2021,werknemers,W2,cpi,populatie,4040443
2022,werknemers,W2,cpi,populatie,4092156
2023,werknemers,W2,cpi,populatie,4015175
2003,werknemers,W2,cpi,index_populatie,100
2004,werknemers,W2,cpi,index_populatie,100.864806452
2005,werknemers,W2,cpi,index_populatie,102.048414473
2006,werknemers,W2,cpi,index_populatie,103.938287897
2007,werknemers,W2,cpi,index_populatie,106.276302077
2008,werknemers,W2,cpi,index_populatie,107.235475425
2009,werknemers,W2,cpi,index_populatie,106.836470736
2010,werknemers,W2,cpi,index_populatie,108.349051435
2011,werknemers,W2,cpi,index_populatie,109.009998578
2012,werknemers,W2,cpi,index_populatie,108.796784181
2013,werknemers,W2,cpi,index_populatie,108.447702437
2014,werknemers,W2,cpi,index_populatie,109.091921168
2015,werknemers,W2,cpi,index_populatie,109.861894426
2016,werknemers,W2,cpi,index_populatie,111.294913164
2017,werknemers,W2,cpi,index_populatie,112.970901889
2018,werknemers,W2,cpi,index_populatie,114.623109456
2019,werknemers,W2,cpi,index_populatie,116.187420001
2020,werknemers,W2,cpi,index_populatie,115.605510234
2021,werknemers,W2,cpi,index_populatie,117.752954576
2022,werknemers,W2,cpi,index_populatie,119.260056282
2023,werknemers,W2,cpi,index_populatie,117.016554716
2003,werknemers,W2,cpi,bijdragen_pc_reeel,15.6123410726
2004,werknemers,W2,cpi,bijdragen_pc_reeel,15.4658667908
2005,werknemers,W2,cpi,bijdragen_pc_reeel,15.3575247948
2006,werknemers,W2,cpi,bijdragen_pc_reeel,15.2257553686
2007,werknemers,W2,cpi,bijdragen_pc_reeel,15.4349671038
2008,werknemers,W2,cpi,bijdragen_pc_reeel,15.1812588277
2009,werknemers,W2,cpi,bijdragen_pc_reeel,15.5570810003
2010,werknemers,W2,cpi,bijdragen_pc_reeel,15.1334212702
2011,werknemers,W2,cpi,bijdragen_pc_reeel,15.2195099873
2012,werknemers,W2,cpi,bijdragen_pc_reeel,15.5011231659
2013,werknemers,W2,cpi,bijdragen_pc_reeel,15.7104117466
2014,werknemers,W2,cpi,bijdragen_pc_reeel,16.1157265097
2015,werknemers,W2,cpi,bijdragen_pc_reeel,16.5381935975
2016,werknemers,W2,cpi,bijdragen_pc_reeel,16.0094822948
2017,werknemers,W2,cpi,bijdragen_pc_reeel,15.8825442527
2018,werknemers,W2,cpi,bijdragen_pc_reeel,15.6407075459
2019,werknemers,W2,cpi,bijdragen_pc_reeel,15.7561363767
2020,werknemers,W2,cpi,bijdragen_pc_reeel,15.4217001227
2021,werknemers,W2,cpi,bijdragen_pc_reeel,15.6390349502
2022,werknemers,W2,cpi,bijdragen_pc_reeel,15.3511814694
2023,werknemers,W2,cpi,bijdragen_pc_reeel,16.1497613603
2003,werknemers,W2,cpi,uitgaven_pc_reeel,21.9933998632
2004,werknemers,W2,cpi,uitgaven_pc_reeel,23.0986112929
2005,werknemers,W2,cpi,uitgaven_pc_reeel,23.1199669388
2006,werknemers,W2,cpi,uitgaven_pc_reeel,23.0150000539
2007,werknemers,W2,cpi,uitgaven_pc_reeel,23.1095093469
2008,werknemers,W2,cpi,uitgaven_pc_reeel,21.9364351352
2009,werknemers,W2,cpi,uitgaven_pc_reeel,23.7768687774
2010,werknemers,W2,cpi,uitgaven_pc_reeel,23.8960403368
2011,werknemers,W2,cpi,uitgaven_pc_reeel,24.1357519717
2012,werknemers,W2,cpi,uitgaven_pc_reeel,23.9932611787
2013,werknemers,W2,cpi,uitgaven_pc_reeel,24.7476270768
2014,werknemers,W2,cpi,uitgaven_pc_reeel,25.7400044884
2015,werknemers,W2,cpi,uitgaven_pc_reeel,21.9437320824
2016,werknemers,W2,cpi,uitgaven_pc_reeel,21.9435359041
2017,werknemers,W2,cpi,uitgaven_pc_reeel,22.3390837129
2018,werknemers,W2,cpi,uitgaven_pc_reeel,22.2020148212
2019,werknemers,W2,cpi,uitgaven_pc_reeel,22.3263516001
2020,werknemers,W2,cpi,uitgaven_pc_reeel,24.6543023445
2021,werknemers,W2,cpi,uitgaven_pc_reeel,23.7908143993
2022,werknemers,W2,cpi,uitgaven_pc_reeel,22.6559163131
2023,werknemers,W2,cpi,uitgaven_pc_reeel,23.9813008627
2003,werknemers,W2,cpi,index_bijdragen_pc,100
2004,werknemers,W2,cpi,index_bijdragen_pc,99.0618044974
2005,werknemers,W2,cpi,index_bijdragen_pc,98.3678535043
2006,werknemers,W2,cpi,index_bijdragen_pc,97.523845385
2007,werknemers,W2,cpi,index_bijdragen_pc,98.8638861533
2008,werknemers,W2,cpi,index_bijdragen_pc,97.2388366171
2009,werknemers,W2,cpi,index_bijdragen_pc,99.6460487764
2010,werknemers,W2,cpi,index_bijdragen_pc,96.9324280057
2011,werknemers,W2,cpi,index_bijdragen_pc,97.4838425353
2012,werknemers,W2,cpi,index_bijdragen_pc,99.2876282541
2013,werknemers,W2,cpi,index_bijdragen_pc,100.628161232
2014,werknemers,W2,cpi,index_bijdragen_pc,103.224279016
2015,werknemers,W2,cpi,index_bijdragen_pc,105.930260687
2016,werknemers,W2,cpi,index_bijdragen_pc,102.543764708
2017,werknemers,W2,cpi,index_bijdragen_pc,101.730702518
2018,werknemers,W2,cpi,index_bijdragen_pc,100.181692632
2019,werknemers,W2,cpi,index_bijdragen_pc,100.921036144
2020,werknemers,W2,cpi,index_bijdragen_pc,98.7789086276
2021,werknemers,W2,cpi,index_bijdragen_pc,100.170979339
2022,werknemers,W2,cpi,index_bijdragen_pc,98.327223304
2023,werknemers,W2,cpi,index_bijdragen_pc,103.442278677
2003,werknemers,W2,cpi,index_uitgaven_pc,100
2004,werknemers,W2,cpi,index_uitgaven_pc,105.025195907
2005,werknemers,W2,cpi,index_uitgaven_pc,105.122296155
2006,werknemers,W2,cpi,index_uitgaven_pc,104.645030769
2007,werknemers,W2,cpi,index_uitgaven_pc,105.074747382
2008,werknemers,W2,cpi,index_uitgaven_pc,99.7409917144
2009,werknemers,W2,cpi,index_uitgaven_pc,108.109109666
2010,werknemers,W2,cpi,index_uitgaven_pc,108.650961131
2011,werknemers,W2,cpi,index_uitgaven_pc,109.740886456
2012,werknemers,W2,cpi,index_uitgaven_pc,109.093006665
2013,werknemers,W2,cpi,index_uitgaven_pc,112.522971577
2014,werknemers,W2,cpi,index_uitgaven_pc,117.035131669
2015,werknemers,W2,cpi,index_uitgaven_pc,99.7741696098
2016,werknemers,W2,cpi,index_uitgaven_pc,99.7732776225
2017,werknemers,W2,cpi,index_uitgaven_pc,101.571761764
2018,werknemers,W2,cpi,index_uitgaven_pc,100.948534375
2019,werknemers,W2,cpi,index_uitgaven_pc,101.513871157
2020,werknemers,W2,cpi,index_uitgaven_pc,112.098640946
2021,werknemers,W2,cpi,index_uitgaven_pc,108.17251788
2022,werknemers,W2,cpi,index_uitgaven_pc,103.01234213
2023,werknemers,W2,cpi,index_uitgaven_pc,109.038625278
2003,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.709864830799
2004,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.669558294854
2005,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.664253752417
2006,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.661557911489
2007,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.667905444124
2008,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.692056787444
2009,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.654294774723
2010,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.633302465885
2011,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.630579482466
2012,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.646061535797
2013,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.634824975253
2014,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.626096491824
2015,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.753663667389
2016,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.729576234421
2017,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.7109756361
2018,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.704472439636
2019,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.705719262104
2020,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.625517603669
2021,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.657356015127
2022,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.677579368553
2023,werknemers,W2,cpi,ratio_bijdragen_uitgaven,0.673431414448
2003,zelfstandigen,Z1,gezondheidsindex,populatie,719122
2004,zelfstandigen,Z1,gezondheidsindex,populatie,717465
2005,zelfstandigen,Z1,gezondheidsindex,populatie,719042
2006,zelfstandigen,Z1,gezondheidsindex,populatie,725720
2007,zelfstandigen,Z1,gezondheidsindex,populatie,739033
2008,zelfstandigen,Z1,gezondheidsindex,populatie,750095
2009,zelfstandigen,Z1,gezondheidsindex,populatie,755876
2010,zelfstandigen,Z1,gezondheidsindex,populatie,765986
2011,zelfstandigen,Z1,gezondheidsindex,populatie,776292
2012,zelfstandigen,Z1,gezondheidsindex,populatie,788233
2013,zelfstandigen,Z1,gezondheidsindex,populatie,795921
2014,zelfstandigen,Z1,gezondheidsindex,populatie,805537
2015,zelfstandigen,Z1,gezondheidsindex,populatie,821343
2016,zelfstandigen,Z1,gezondheidsindex,populatie,836088
2017,zelfstandigen,Z1,gezondheidsindex,populatie,854642
2018,zelfstandigen,Z1,gezondheidsindex,populatie,869922
2019,zelfstandigen,Z1,gezondheidsindex,populatie,890004
2020,zelfstandigen,Z1,gezondheidsindex,populatie,916316
2021,zelfstandigen,Z1,gezondheidsindex,populatie,945661
2022,zelfstandigen,Z1,gezondheidsindex,populatie,960661
2023,zelfstandigen,Z1,gezondheidsindex,populatie,945199
2003,zelfstandigen,Z1,gezondheidsindex,index_populatie,100
2004,zelfstandigen,Z1,gezondheidsindex,index_populatie,99.7695801269
2005,zelfstandigen,Z1,gezondheidsindex,index_populatie,99.988875323
2006,zelfstandigen,Z1,gezondheidsindex,index_populatie,100.917507739
2007,zelfstandigen,Z1,gezondheidsindex,index_populatie,102.768793056
2008,zelfstandigen,Z1,gezondheidsindex,index_populatie,104.307057773
2009,zelfstandigen,Z1,gezondheidsindex,index_populatie,105.110954748
2010,zelfstandigen,Z1,gezondheidsindex,index_populatie,106.516835808
2011,zelfstandigen,Z1,gezondheidsindex,index_populatie,107.949972327
2012,zelfstandigen,Z1,gezondheidsindex,index_populatie,109.610469434
2013,zelfstandigen,Z1,gezondheidsindex,index_populatie,110.679550897
2014,zelfstandigen,Z1,gezondheidsindex,index_populatie,112.016737077
2015,zelfstandigen,Z1,gezondheidsindex,index_populatie,114.214695142
2016,zelfstandigen,Z1,gezondheidsindex,index_populatie,116.265112178
2017,zelfstandigen,Z1,gezondheidsindex,index_populatie,118.8452029
2018,zelfstandigen,Z1,gezondheidsindex,index_populatie,120.970016214
2019,zelfstandigen,Z1,gezondheidsindex,index_populatie,123.762588267
2020,zelfstandigen,Z1,gezondheidsindex,index_populatie,127.421494545
2021,zelfstandigen,Z1,gezondheidsindex,index_populatie,131.50216514
2022,zelfstandigen,Z1,gezondheidsindex,index_populatie,133.588042085
2023,zelfstandigen,Z1,gezondheidsindex,index_populatie,131.43792013
2003,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,5.32838219929
2004,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,5.48919956681
2005,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,5.65094173537
2006,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,5.78841633353
2007,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,5.82519461742
2008,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,6.2598602512
2009,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,6.49982142893
2010,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,6.52966451792
2011,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,6.37048834558
2012,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,6.35711883851
2013,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,6.50206295787
2014,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,6.43765426211
2015,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,6.64880182132
2016,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,6.56180360326
2017,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,6.43378050503
2018,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,6.34525913962
2019,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,6.22434157852
2020,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,5.58017266001
2021,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,5.82199596095
2022,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,5.43312843128
2023,zelfstandigen,Z1,gezondheidsindex,bijdragen_pc_reeel,5.8284227753
2003,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,8.26433654383
2004,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,8.71883546252
2005,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,8.84939439039
2006,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,9.15220380153
2007,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,9.22791434751
2008,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,10.0391797787
2009,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,10.5646190065
2010,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,10.8188239812
2011,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,10.9218143915
2012,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,10.5983172593
2013,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,10.7823700288
2014,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,11.0664310732
2015,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,9.61463966684
2016,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,9.36443689757
2017,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,9.78751243636
2018,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,9.81149452063
2019,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,9.80359473882
2020,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,14.1961775782
2021,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,12.2691235845
2022,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,10.6562860309
2023,zelfstandigen,Z1,gezondheidsindex,uitgaven_pc_reeel,10.1969918525
2003,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,100
2004,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,103.018127482
2005,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,106.053611097
2006,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,108.633654964
2007,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,109.323888557
2008,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,117.481442154
2009,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,121.984894961
2010,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,122.544972821
2011,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,119.557646342
2012,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,119.306735154
2013,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,122.026962682
2014,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,120.818177476
2015,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,124.78087293
2016,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,123.148140615
2017,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,120.74547704
2018,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,119.084159175
2019,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,116.814848217
2020,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,104.725457959
2021,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,109.263858019
2022,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,101.965816792
2023,zelfstandigen,Z1,gezondheidsindex,index_bijdragen_pc,109.38447276
2003,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,100
2004,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,105.499520939
2005,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,107.079308103
2006,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,110.743357957
2007,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,111.65946956
2008,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,121.475931256
2009,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,127.833843049
2010,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,130.909770238
2011,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,132.155973242
2012,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,128.241598138
2013,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,130.468670674
2014,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,133.905861825
2015,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,116.338917418
2016,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,113.311417655
2017,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,118.430709888
2018,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,118.720897541
2019,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,118.625308721
2020,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,171.776373129
2021,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,148.458663554
2022,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,128.943030991
2023,zelfstandigen,Z1,gezondheidsindex,index_uitgaven_pc,123.385486523
2003,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.644744096641
2004,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.629579442164
2005,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.638568187389
2006,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.632461476935
2007,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.631257985071
2008,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.623542997455
2009,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.615244281401
2010,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.603546608138
2011,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.583281139673
2012,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.599823413751
2013,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.603027251014
2014,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.581728130736
2015,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.691528965381
2016,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.700715235206
2017,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.657345831933
2018,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.646716881539
2019,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.634904006576
2020,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.393075715577
2021,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.474524192444
2022,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.509851970518
2023,zelfstandigen,Z1,gezondheidsindex,ratio_bijdragen_uitgaven,0.571582566662
2003,zelfstandigen,Z2,gezondheidsindex,populatie,853157
2004,zelfstandigen,Z2,gezondheidsindex,populatie,856519
2005,zelfstandigen,Z2,gezondheidsindex,populatie,863572
2006,zelfstandigen,Z2,gezondheidsindex,populatie,877436
2007,zelfstandigen,Z2,gezondheidsindex,populatie,901280
2008,zelfstandigen,Z2,gezondheidsindex,populatie,920415
2009,zelfstandigen,Z2,gezondheidsindex,populatie,930560
2010,zelfstandigen,Z2,gezondheidsindex,populatie,948805
2011,zelfstandigen,Z2,gezondheidsindex,populatie,965752
2012,zelfstandigen,Z2,gezondheidsindex,populatie,984354
2013,zelfstandigen,Z2,gezondheidsindex,populatie,996415
2014,zelfstandigen,Z2,gezondheidsindex,populatie,1010704
2015,zelfstandigen,Z2,gezondheidsindex,populatie,1030641
2016,zelfstandigen,Z2,gezondheidsindex,populatie,1052469
2017,zelfstandigen,Z2,gezondheidsindex,populatie,1081567
2018,zelfstandigen,Z2,gezondheidsindex,populatie,1106330
2019,zelfstandigen,Z2,gezondheidsindex,populatie,1137274
2020,zelfstandigen,Z2,gezondheidsindex,populatie,1177227
2021,zelfstandigen,Z2,gezondheidsindex,populatie,1223537
2022,zelfstandigen,Z2,gezondheidsindex,populatie,1249134
2023,zelfstandigen,Z2,gezondheidsindex,populatie,1241323
2003,zelfstandigen,Z2,gezondheidsindex,index_populatie,100
2004,zelfstandigen,Z2,gezondheidsindex,index_populatie,100.394065805
2005,zelfstandigen,Z2,gezondheidsindex,index_populatie,101.220760071
2006,zelfstandigen,Z2,gezondheidsindex,index_populatie,102.845783367
2007,zelfstandigen,Z2,gezondheidsindex,index_populatie,105.640579635
2008,zelfstandigen,Z2,gezondheidsindex,index_populatie,107.883425911
2009,zelfstandigen,Z2,gezondheidsindex,index_populatie,109.072538818
2010,zelfstandigen,Z2,gezondheidsindex,index_populatie,111.211066662
2011,zelfstandigen,Z2,gezondheidsindex,index_populatie,113.197453693
2012,zelfstandigen,Z2,gezondheidsindex,index_populatie,115.377826121
2013,zelfstandigen,Z2,gezondheidsindex,index_populatie,116.791516685
2014,zelfstandigen,Z2,gezondheidsindex,index_populatie,118.466354962
2015,zelfstandigen,Z2,gezondheidsindex,index_populatie,120.803205037
2016,zelfstandigen,Z2,gezondheidsindex,index_populatie,123.361702477
2017,zelfstandigen,Z2,gezondheidsindex,index_populatie,126.772329126
2018,zelfstandigen,Z2,gezondheidsindex,index_populatie,129.674842966
2019,zelfstandigen,Z2,gezondheidsindex,index_populatie,133.301842451
2020,zelfstandigen,Z2,gezondheidsindex,index_populatie,137.984802328
2021,zelfstandigen,Z2,gezondheidsindex,index_populatie,143.412877114
2022,zelfstandigen,Z2,gezondheidsindex,index_populatie,146.413145529
2023,zelfstandigen,Z2,gezondheidsindex,index_populatie,145.497604778
2003,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,4.49126815336
2004,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,4.59803993513
2005,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,4.70518317787
2006,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,4.78755088869
2007,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,4.7765522964
2008,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,5.10149212597
2009,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,5.27968000174
2010,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,5.27150637425
2011,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,5.1207340381
2012,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,5.09053740162
2013,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,5.19374803821
2014,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,5.13084810324
2015,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,5.29859265673
2016,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,5.21273809589
2017,zelfstandigen,Z2,gezondheidsindex,bijdragen_pc_reeel,5.08390052431
