indicator,gezin,risico,type,maand,positie,waarde
bijdrage_ratio,-,-,ZV100VAA,-,1550,0.2722173464
bijdrage_ratio,-,-,ZV100VAA,-,1800,0.2825369756
bijdrage_ratio,-,-,ZV100VAA,-,2000,0.2925022498
bijdrage_ratio,-,-,ZV100VAA,-,2250,0.3015238456
bijdrage_ratio,-,-,ZV100VAA,-,2500,0.3121383642
bijdrage_ratio,-,-,ZV100VAA,-,2750,0.3208229703
bijdrage_ratio,-,-,ZV100VAA,-,3000,0.3280601421
bijdrage_ratio,-,-,ZV100VAA,-,3250,0.3367971659
bijdrage_ratio,-,-,ZV100VAA,-,3500,0.3442860434
bijdrage_ratio,-,-,ZV100VAA,-,3750,0.3485115759
bijdrage_ratio,-,-,ZV100VAA,-,4000,0.3500980027
bijdrage_ratio,-,-,ZV100VAA,-,4250,0.3470216956
bijdrage_ratio,-,-,ZV100VAA,-,4500,0.3442872004
bijdrage_ratio,-,-,ZV100VAA,-,4750,0.3419561832
bijdrage_ratio,-,-,ZV100VAA,-,5000,0.341416448
bijdrage_ratio,-,-,ZV100VAA,-,5250,0.3397150705
bijdrage_ratio,-,-,ZV100VAA,-,5500,0.3246077431
bijdrage_ratio,-,-,ZV100VAA,-,5750,0.3104943629
bijdrage_ratio,-,-,ZV100VAA,-,6000,0.2975570978
bijdrage_ratio,-,-,ZV100VAA,-,6250,0.2856548139
bijdrage_ratio,-,-,ZV100VAA,-,6500,0.2746680903
bijdrage_ratio,-,-,ZV100VAA,-,6750,0.2644951981
bijdrage_ratio,-,-,ZV100VAA,-,7000,0.255048941
bijdrage_ratio,-,-,ZV100VAA,-,7500,0.2380456783
bijdrage_ratio,-,-,ZV100VAA,-,8000,0.2231678234
bijdrage_ratio,-,-,ZV100VAA,-,8500,0.2100403043
bijdrage_ratio,-,-,ZV100VAA,-,9000,0.1983713985
bijdrage_ratio,-,-,ZV100VAA,-,9500,0.1879307986
bijdrage_ratio,-,-,ZV100VAA,-,10000,0.1785342587
bijdrage_ratio,-,-,ZV100VAA,-,11000,0.1623038715
bijdrage_ratio,-,-,ZV100VAA,-,12000,0.1487785489
bijdrage_ratio,-,-,ZV100VAA,-,13000,0.1373340451
bijdrage_ratio,-,-,ZV100VAA,-,14000,0.1275244705
bijdrage_ratio,-,-,ZV100VAA,-,15000,0.1190228391
bijdrage_ratio,-,-,ZV100,-,1550,0.2706863957
bijdrage_ratio,-,-,ZV100,-,1800,0.2821623353
bijdrage_ratio,-,-,ZV100,-,2000,0.2921650735
bijdrage_ratio,-,-,ZV100,-,2250,0.3049988466
bijdrage_ratio,-,-,ZV100,-,2500,0.3118686232
bijdrage_ratio,-,-,ZV100,-,2750,0.3205777512
bijdrage_ratio,-,-,ZV100,-,3000,0.3278353579
bijdrage_ratio,-,-,ZV100,-,3250,0.3365896728
bijdrage_ratio,-,-,ZV100,-,3500,0.3440933712
bijdrage_ratio,-,-,ZV100,-,3750,0.3483317486
bijdrage_ratio,-,-,ZV100,-,4000,0.3499748497
bijdrage_ratio,-,-,ZV100,-,4250,0.3469057869
bijdrage_ratio,-,-,ZV100,-,4500,0.3441777311
bijdrage_ratio,-,-,ZV100,-,4750,0.3418497289
bijdrage_ratio,-,-,ZV100,-,5000,0.3413153164
bijdrage_ratio,-,-,ZV100,-,5250,0.3396187547
bijdrage_ratio,-,-,ZV100,-,5500,0.3246077431
bijdrage_ratio,-,-,ZV100,-,5750,0.3104943629
bijdrage_ratio,-,-,ZV100,-,6000,0.2975570978
bijdrage_ratio,-,-,ZV100,-,6250,0.2856548139
bijdrage_ratio,-,-,ZV100,-,6500,0.2746680903
bijdrage_ratio,-,-,ZV100,-,6750,0.2644951981
bijdrage_ratio,-,-,ZV100,-,7000,0.255048941
bijdrage_ratio,-,-,ZV100,-,7500,0.2380456783
bijdrage_ratio,-,-,ZV100,-,8000,0.2231678234
bijdrage_ratio,-,-,ZV100,-,8500,0.2100403043
bijdrage_ratio,-,-,ZV100,-,9000,0.1983713985
bijdrage_ratio,-,-,ZV100,-,9500,0.1879307986
bijdrage_ratio,-,-,ZV100,-,10000,0.1785342587
bijdrage_ratio,-,-,ZV100,-,11000,0.1623038715
bijdrage_ratio,-,-,ZV100,-,12000,0.1487785489
bijdrage_ratio,-,-,ZV100,-,13000,0.1373340451
bijdrage_ratio,-,-,ZV100,-,14000,0.1275244705
bijdrage_ratio,-,-,ZV100,-,15000,0.1190228391
bijdrage_ratio,-,-,ZV75,-,1550,0.2123315215
bijdrage_ratio,-,-,ZV75,-,1800,0.1925128955
bijdrage_ratio,-,-,ZV75,-,2000,0.2029874728
bijdrage_ratio,-,-,ZV75,-,2250,0.206856302
bijdrage_ratio,-,-,ZV75,-,2500,0.2133486072
bijdrage_ratio,-,-,ZV75,-,2750,0.2217488951
bijdrage_ratio,-,-,ZV75,-,3000,0.228749135
bijdrage_ratio,-,-,ZV75,-,3250,0.2320591519
bijdrage_ratio,-,-,ZV75,-,3500,0.2373229106
bijdrage_ratio,-,-,ZV75,-,3750,0.2418848348
bijdrage_ratio,-,-,ZV75,-,4000,0.2458765185
bijdrage_ratio,-,-,ZV75,-,4250,0.2513969699
bijdrage_ratio,-,-,ZV75,-,4500,0.2544166812
bijdrage_ratio,-,-,ZV75,-,4750,0.2589065503
bijdrage_ratio,-,-,ZV75,-,5000,0.2629474324
bijdrage_ratio,-,-,ZV75,-,5250,0.2631022571
bijdrage_ratio,-,-,ZV75,-,5500,0.261295363
bijdrage_ratio,-,-,ZV75,-,5750,0.2596455901
bijdrage_ratio,-,-,ZV75,-,6000,0.2581332983
bijdrage_ratio,-,-,ZV75,-,6250,0.2567489187
bijdrage_ratio,-,-,ZV75,-,6500,0.2566716372
bijdrage_ratio,-,-,ZV75,-,6750,0.2556566003
bijdrage_ratio,-,-,ZV75,-,7000,0.254714066
bijdrage_ratio,-,-,ZV75,-,7500,0.2380456783
bijdrage_ratio,-,-,ZV75,-,8000,0.2231678234
bijdrage_ratio,-,-,ZV75,-,8500,0.2100403043
bijdrage_ratio,-,-,ZV75,-,9000,0.1983713985
bijdrage_ratio,-,-,ZV75,-,9500,0.1879307986
bijdrage_ratio,-,-,ZV75,-,10000,0.1785342587
bijdrage_ratio,-,-,ZV75,-,11000,0.1623038715
bijdrage_ratio,-,-,ZV75,-,12000,0.1487785489
bijdrage_ratio,-,-,ZV75,-,13000,0.1373340451
bijdrage_ratio,-,-,ZV75,-,14000,0.1275244705
bijdrage_ratio,-,-,ZV75,-,15000,0.1190228391
bijdrage_ratio,-,-,ZV50,-,1550,0.2123315215
bijdrage_ratio,-,-,ZV50,-,1800,0.1828410324
bijdrage_ratio,-,-,ZV50,-,2000,0.1645569292
bijdrage_ratio,-,-,ZV50,-,2250,0.1462728259
bijdrage_ratio,-,-,ZV50,-,2500,0.1316455433
bijdrage_ratio,-,-,ZV50,-,2750,0.1303322031
bijdrage_ratio,-,-,ZV50,-,3000,0.1336263609
bijdrage_ratio,-,-,ZV50,-,3250,0.1374590304
bijdrage_ratio,-,-,ZV50,-,3500,0.1407441757
bijdrage_ratio,-,-,ZV50,-,3750,0.143138336
bijdrage_ratio,-,-,ZV50,-,4000,0.1460825368
bijdrage_ratio,-,-,ZV50,-,4250,0.149479712
bijdrage_ratio,-,-,ZV50,-,4500,0.1524994233
bijdrage_ratio,-,-,ZV50,-,4750,0.1534132482
bijdrage_ratio,-,-,ZV50,-,5000,0.1559343116
bijdrage_ratio,-,-,ZV50,-,5250,0.1582152737
bijdrage_ratio,-,-,ZV50,-,5500,0.1587446747
bijdrage_ratio,-,-,ZV50,-,5750,0.1621821643
bijdrage_ratio,-,-,ZV50,-,6000,0.163917679
bijdrage_ratio,-,-,ZV50,-,6250,0.1668732492
bijdrage_ratio,-,-,ZV50,-,6500,0.1682948364
bijdrage_ratio,-,-,ZV50,-,6750,0.1696111208
bijdrage_ratio,-,-,ZV50,-,7000,0.1720466856
bijdrage_ratio,-,-,ZV50,-,7500,0.1741658743
bijdrage_ratio,-,-,ZV50,-,8000,0.1749874248
bijdrage_ratio,-,-,ZV50,-,8500,0.1734528934
bijdrage_ratio,-,-,ZV50,-,9000,0.1720888655
bijdrage_ratio,-,-,ZV50,-,9500,0.1709248644
bijdrage_ratio,-,-,ZV50,-,10000,0.1706576582
bijdrage_ratio,-,-,ZV50,-,11000,0.1623038715
bijdrage_ratio,-,-,ZV50,-,12000,0.1487785489
bijdrage_ratio,-,-,ZV50,-,13000,0.1373340451
bijdrage_ratio,-,-,ZV50,-,14000,0.1275244705
bijdrage_ratio,-,-,ZV50,-,15000,0.1190228391
bijdrage_ratio,-,-,ZV00,-,1550,0.2123315215
bijdrage_ratio,-,-,ZV00,-,1800,0.1828410324
bijdrage_ratio,-,-,ZV00,-,2000,0.1645569292
bijdrage_ratio,-,-,ZV00,-,2250,0.1462728259
bijdrage_ratio,-,-,ZV00,-,2500,0.1316455433
bijdrage_ratio,-,-,ZV00,-,2750,0.1196777667
bijdrage_ratio,-,-,ZV00,-,3000,0.1097046194
bijdrage_ratio,-,-,ZV00,-,3250,0.1012658026
bijdrage_ratio,-,-,ZV00,-,3500,0.09403253095
bijdrage_ratio,-,-,ZV00,-,3750,0.08776369556
bijdrage_ratio,-,-,ZV00,-,4000,0.08227846458
bijdrage_ratio,-,-,ZV00,-,4250,0.0774385549
bijdrage_ratio,-,-,ZV00,-,4500,0.07313641296
bijdrage_ratio,-,-,ZV00,-,4750,0.06928712807
bijdrage_ratio,-,-,ZV00,-,5000,0.06582277167
bijdrage_ratio,-,-,ZV00,-,5250,0.06268835397
bijdrage_ratio,-,-,ZV00,-,5500,0.05983888333
bijdrage_ratio,-,-,ZV00,-,5750,0.05723719275
bijdrage_ratio,-,-,ZV00,-,6000,0.05485230972
bijdrage_ratio,-,-,ZV00,-,6250,0.05265821733
bijdrage_ratio,-,-,ZV00,-,6500,0.05063290128
bijdrage_ratio,-,-,ZV00,-,6750,0.04875760864
bijdrage_ratio,-,-,ZV00,-,7000,0.04701626548
bijdrage_ratio,-,-,ZV00,-,7500,0.04388184778
bijdrage_ratio,-,-,ZV00,-,8000,0.04113923229
bijdrage_ratio,-,-,ZV00,-,8500,0.03871927745
bijdrage_ratio,-,-,ZV00,-,9000,0.03656820648
bijdrage_ratio,-,-,ZV00,-,9500,0.03464356404
bijdrage_ratio,-,-,ZV00,-,10000,0.03291138583
bijdrage_ratio,-,-,ZV00,-,11000,0.02991944167
bijdrage_ratio,-,-,ZV00,-,12000,0.02742615486
bijdrage_ratio,-,-,ZV00,-,13000,0.02531645064
bijdrage_ratio,-,-,ZV00,-,14000,0.02350813274
bijdrage_ratio,-,-,ZV00,-,15000,0.02194092389
bijdrage_ratio,-,-,ZE,-,1550,0.2265750377
bijdrage_ratio,-,-,ZE,-,1800,0.2466072375
bijdrage_ratio,-,-,ZE,-,2000,0.2619041512
bijdrage_ratio,-,-,ZE,-,2250,0.278266602
bijdrage_ratio,-,-,ZE,-,2500,0.292635207
bijdrage_ratio,-,-,ZE,-,2750,0.3032289344
bijdrage_ratio,-,-,ZE,-,3000,0.3163191885
bijdrage_ratio,-,-,ZE,-,3250,0.3273955574
bijdrage_ratio,-,-,ZE,-,3500,0.3368895879
bijdrage_ratio,-,-,ZE,-,3750,0.3451177476
bijdrage_ratio,-,-,ZE,-,4000,0.3464514129
bijdrage_ratio,-,-,ZE,-,4250,0.3447528221
bijdrage_ratio,-,-,ZE,-,4500,0.3442807915
bijdrage_ratio,-,-,ZE,-,4750,0.3423836402
bijdrage_ratio,-,-,ZE,-,5000,0.3411432266
bijdrage_ratio,-,-,ZE,-,5250,0.3339170007
bijdrage_ratio,-,-,ZE,-,5500,0.3187389552
bijdrage_ratio,-,-,ZE,-,5750,0.3048807398
bijdrage_ratio,-,-,ZE,-,6000,0.2921773756
bijdrage_ratio,-,-,ZE,-,6250,0.2804902806
bijdrage_ratio,-,-,ZE,-,6500,0.2697021929
bijdrage_ratio,-,-,ZE,-,6750,0.2597132228
bijdrage_ratio,-,-,ZE,-,7000,0.2504377505
bijdrage_ratio,-,-,ZE,-,7500,0.2337419005
bijdrage_ratio,-,-,ZE,-,8000,0.2191330317
bijdrage_ratio,-,-,ZE,-,8500,0.2062428534
bijdrage_ratio,-,-,ZE,-,9000,0.1947849171
bijdrage_ratio,-,-,ZE,-,9500,0.1845330793
bijdrage_ratio,-,-,ZE,-,10000,0.1753064254
bijdrage_ratio,-,-,ZE,-,11000,0.1593694776
bijdrage_ratio,-,-,ZE,-,12000,0.1460886878
bijdrage_ratio,-,-,ZE,-,13000,0.1348510964
bijdrage_ratio,-,-,ZE,-,14000,0.1252188753
bijdrage_ratio,-,-,ZE,-,15000,0.1168709502
bijdrage_ratio,-,-,WN,-,1550,0
bijdrage_ratio,-,-,WN,-,1800,0
bijdrage_ratio,-,-,WN,-,2000,0.000755
bijdrage_ratio,-,-,WN,-,2250,0.07833333333
bijdrage_ratio,-,-,WN,-,2500,0.21078
bijdrage_ratio,-,-,WN,-,2750,0.2221963636
bijdrage_ratio,-,-,WN,-,3000,0.2325166667
bijdrage_ratio,-,-,WN,-,3250,0.2406153846
bijdrage_ratio,-,-,WN,-,3500,0.2494142857
bijdrage_ratio,-,-,WN,-,3750,0.255696
bijdrage_ratio,-,-,WN,-,4000,0.2591475
bijdrage_ratio,-,-,WN,-,4250,0.2636
bijdrage_ratio,-,-,WN,-,4500,0.2675577778
bijdrage_ratio,-,-,WN,-,4750,0.26984
bijdrage_ratio,-,-,WN,-,5000,0.27309
bijdrage_ratio,-,-,WN,-,5250,0.2748914286
bijdrage_ratio,-,-,WN,-,5500,0.2776145455
bijdrage_ratio,-,-,WN,-,5750,0.2790626087
bijdrage_ratio,-,-,WN,-,6000,0.2813866667
bijdrage_ratio,-,-,WN,-,6250,0.282568
bijdrage_ratio,-,-,WN,-,6500,0.2845784615
bijdrage_ratio,-,-,WN,-,6750,0.2855540741
bijdrage_ratio,-,-,WN,-,7000,0.2873142857
bijdrage_ratio,-,-,WN,-,7500,0.289684
bijdrage_ratio,-,-,WN,-,8000,0.29175875
bijdrage_ratio,-,-,WN,-,8500,0.2935894118
bijdrage_ratio,-,-,WN,-,9000,0.2952166667
bijdrage_ratio,-,-,WN,-,9500,0.2973010526
bijdrage_ratio,-,-,WN,-,10000,0.29858
bijdrage_ratio,-,-,WN,-,11000,0.3007890909
bijdrage_ratio,-,-,WN,-,12000,0.3026291667
bijdrage_ratio,-,-,WN,-,13000,0.3041869231
bijdrage_ratio,-,-,WN,-,14000,0.3055214286
bijdrage_ratio,-,-,WN,-,15000,0.3066786667
vervangingsgraad,alleen,ziekte,ZS,-,1550,1.03893153
vervangingsgraad,alleen,ziekte,ZS,-,1800,0.8946354844
vervangingsgraad,alleen,ziekte,ZS,-,2000,0.805171936
vervangingsgraad,alleen,ziekte,ZS,-,2250,0.7157083876
vervangingsgraad,alleen,ziekte,ZS,-,2500,0.6441375488
vervangingsgraad,alleen,ziekte,ZS,-,2750,0.5855795898
vervangingsgraad,alleen,ziekte,ZS,-,3000,0.5367812907
vervangingsgraad,alleen,ziekte,ZS,-,3250,0.4954904222
vervangingsgraad,alleen,ziekte,ZS,-,3500,0.4600982491
vervangingsgraad,alleen,ziekte,ZS,-,3750,0.4294250325
vervangingsgraad,alleen,ziekte,ZS,-,4000,0.402585968
vervangingsgraad,alleen,ziekte,ZS,-,4250,0.3789044405
vervangingsgraad,alleen,ziekte,ZS,-,4500,0.3578541938
vervangingsgraad,alleen,ziekte,ZS,-,4750,0.3390197625
vervangingsgraad,alleen,ziekte,ZS,-,5000,0.3220687744
vervangingsgraad,alleen,ziekte,ZS,-,5250,0.3067321661
vervangingsgraad,alleen,ziekte,ZS,-,5500,0.2927897949
vervangingsgraad,alleen,ziekte,ZS,-,5750,0.2800598038
vervangingsgraad,alleen,ziekte,ZS,-,6000,0.2683906453
vervangingsgraad,alleen,ziekte,ZS,-,6250,0.2576550195
vervangingsgraad,alleen,ziekte,ZS,-,6500,0.2477452111
vervangingsgraad,alleen,ziekte,ZS,-,6750,0.2385694625
vervangingsgraad,alleen,ziekte,ZS,-,7000,0.2300491246
vervangingsgraad,alleen,ziekte,ZS,-,7500,0.2147125163
vervangingsgraad,alleen,ziekte,ZS,-,8000,0.201292984
vervangingsgraad,alleen,ziekte,ZS,-,8500,0.1894522202
vervangingsgraad,alleen,ziekte,ZS,-,9000,0.1789270969
vervangingsgraad,alleen,ziekte,ZS,-,9500,0.1695098813
vervangingsgraad,alleen,ziekte,ZS,-,10000,0.1610343872
vervangingsgraad,alleen,ziekte,ZS,-,11000,0.1463948975
vervangingsgraad,alleen,ziekte,ZS,-,12000,0.1341953227
vervangingsgraad,alleen,ziekte,ZS,-,13000,0.1238726055
vervangingsgraad,alleen,ziekte,ZS,-,14000,0.1150245623
vervangingsgraad,alleen,ziekte,ZS,-,15000,0.1073562581
vervangingsgraad,alleen,ziekte,WN,2,1550,0.8447053761
vervangingsgraad,alleen,ziekte,WN,2,1800,0.727385185
vervangingsgraad,alleen,ziekte,WN,2,2000,0.6546466665
vervangingsgraad,alleen,ziekte,WN,2,2250,0.7729234884
vervangingsgraad,alleen,ziekte,WN,2,2500,0.8073992724
vervangingsgraad,alleen,ziekte,WN,2,2750,0.7929360338
vervangingsgraad,alleen,ziekte,WN,2,3000,0.7495607773
vervangingsgraad,alleen,ziekte,WN,2,3250,0.691902256
vervangingsgraad,alleen,ziekte,WN,2,3500,0.6424806663
vervangingsgraad,alleen,ziekte,WN,2,3750,0.5996486219
vervangingsgraad,alleen,ziekte,WN,2,4000,0.562170583
vervangingsgraad,alleen,ziekte,WN,2,4250,0.5291017252
vervangingsgraad,alleen,ziekte,WN,2,4500,0.4997071849
vervangingsgraad,alleen,ziekte,WN,2,4750,0.4734068067
vervangingsgraad,alleen,ziekte,WN,2,5000,0.4497364664
vervangingsgraad,alleen,ziekte,WN,2,5250,0.4283204442
vervangingsgraad,alleen,ziekte,WN,2,5500,0.4088513331
vervangingsgraad,alleen,ziekte,WN,2,5750,0.3910751882
vervangingsgraad,alleen,ziekte,WN,2,6000,0.3747803887
vervangingsgraad,alleen,ziekte,WN,2,6250,0.3597891731
vervangingsgraad,alleen,ziekte,WN,2,6500,0.345951128
vervangingsgraad,alleen,ziekte,WN,2,6750,0.3331381233
vervangingsgraad,alleen,ziekte,WN,2,7000,0.3212403331
vervangingsgraad,alleen,ziekte,WN,2,7500,0.2998243109
vervangingsgraad,alleen,ziekte,WN,2,8000,0.2810852915
vervangingsgraad,alleen,ziekte,WN,2,8500,0.2645508626
vervangingsgraad,alleen,ziekte,WN,2,9000,0.2498535924
vervangingsgraad,alleen,ziekte,WN,2,9500,0.2367034034
vervangingsgraad,alleen,ziekte,WN,2,10000,0.2248682332
vervangingsgraad,alleen,ziekte,WN,2,11000,0.2044256665
vervangingsgraad,alleen,ziekte,WN,2,12000,0.1873901943
vervangingsgraad,alleen,ziekte,WN,2,13000,0.172975564
vervangingsgraad,alleen,ziekte,WN,2,14000,0.1606201666
vervangingsgraad,alleen,ziekte,WN,2,15000,0.1499121555
vervangingsgraad,alleen,ziekte,WN,3-6,1550,0.9032258065
vervangingsgraad,alleen,ziekte,WN,3-6,1800,0.8946354844
vervangingsgraad,alleen,ziekte,WN,3-6,2000,0.805171936
vervangingsgraad,alleen,ziekte,WN,3-6,2250,0.7729234884
vervangingsgraad,alleen,ziekte,WN,3-6,2500,0.8073992724
vervangingsgraad,alleen,ziekte,WN,3-6,2750,0.7929360338
vervangingsgraad,alleen,ziekte,WN,3-6,3000,0.749547383
vervangingsgraad,alleen,ziekte,WN,3-6,3250,0.691889892
vervangingsgraad,alleen,ziekte,WN,3-6,3500,0.6424691854
vervangingsgraad,alleen,ziekte,WN,3-6,3750,0.5996379064
vervangingsgraad,alleen,ziekte,WN,3-6,4000,0.5621605372
vervangingsgraad,alleen,ziekte,WN,3-6,4250,0.5290922704
vervangingsgraad,alleen,ziekte,WN,3-6,4500,0.4996982553
vervangingsgraad,alleen,ziekte,WN,3-6,4750,0.4733983472
vervangingsgraad,alleen,ziekte,WN,3-6,5000,0.4497284298
vervangingsgraad,alleen,ziekte,WN,3-6,5250,0.4283127903
vervangingsgraad,alleen,ziekte,WN,3-6,5500,0.4088440271
vervangingsgraad,alleen,ziekte,WN,3-6,5750,0.3910681998
vervangingsgraad,alleen,ziekte,WN,3-6,6000,0.3747736915
vervangingsgraad,alleen,ziekte,WN,3-6,6250,0.3597827438
vervangingsgraad,alleen,ziekte,WN,3-6,6500,0.345944946
vervangingsgraad,alleen,ziekte,WN,3-6,6750,0.3331321702
vervangingsgraad,alleen,ziekte,WN,3-6,7000,0.3212345927
vervangingsgraad,alleen,ziekte,WN,3-6,7500,0.2998189532
vervangingsgraad,alleen,ziekte,WN,3-6,8000,0.2810802686
vervangingsgraad,alleen,ziekte,WN,3-6,8500,0.2645461352
vervangingsgraad,alleen,ziekte,WN,3-6,9000,0.2498491277
vervangingsgraad,alleen,ziekte,WN,3-6,9500,0.2366991736
vervangingsgraad,alleen,ziekte,WN,3-6,10000,0.2248642149
vervangingsgraad,alleen,ziekte,WN,3-6,11000,0.2044220135
vervangingsgraad,alleen,ziekte,WN,3-6,12000,0.1873868457
vervangingsgraad,alleen,ziekte,WN,3-6,13000,0.172972473
vervangingsgraad,alleen,ziekte,WN,3-6,14000,0.1606172964
vervangingsgraad,alleen,ziekte,WN,3-6,15000,0.1499094766
vervangingsgraad,alleen,ziekte,WN,7-12,1550,1.03893153
vervangingsgraad,alleen,ziekte,WN,7-12,1800,0.8946354844
vervangingsgraad,alleen,ziekte,WN,7-12,2000,0.805171936
vervangingsgraad,alleen,ziekte,WN,7-12,2250,0.7729234884
vervangingsgraad,alleen,ziekte,WN,7-12,2500,0.8073992724
vervangingsgraad,alleen,ziekte,WN,7-12,2750,0.7929360338
vervangingsgraad,alleen,ziekte,WN,7-12,3000,0.749547383
vervangingsgraad,alleen,ziekte,WN,7-12,3250,0.691889892
vervangingsgraad,alleen,ziekte,WN,7-12,3500,0.6424691854
vervangingsgraad,alleen,ziekte,WN,7-12,3750,0.5996379064
vervangingsgraad,alleen,ziekte,WN,7-12,4000,0.5621605372
vervangingsgraad,alleen,ziekte,WN,7-12,4250,0.5290922704
vervangingsgraad,alleen,ziekte,WN,7-12,4500,0.4996982553
vervangingsgraad,alleen,ziekte,WN,7-12,4750,0.4733983472
vervangingsgraad,alleen,ziekte,WN,7-12,5000,0.4497284298
vervangingsgraad,alleen,ziekte,WN,7-12,5250,0.4283127903
vervangingsgraad,alleen,ziekte,WN,7-12,5500,0.4088440271
vervangingsgraad,alleen,ziekte,WN,7-12,5750,0.3910681998
vervangingsgraad,alleen,ziekte,WN,7-12,6000,0.3747736915
vervangingsgraad,alleen,ziekte,WN,7-12,6250,0.3597827438
vervangingsgraad,alleen,ziekte,WN,7-12,6500,0.345944946
vervangingsgraad,alleen,ziekte,WN,7-12,6750,0.3331321702
vervangingsgraad,alleen,ziekte,WN,7-12,7000,0.3212345927
vervangingsgraad,alleen,ziekte,WN,7-12,7500,0.2998189532
vervangingsgraad,alleen,ziekte,WN,7-12,8000,0.2810802686
vervangingsgraad,alleen,ziekte,WN,7-12,8500,0.2645461352
vervangingsgraad,alleen,ziekte,WN,7-12,9000,0.2498491277
vervangingsgraad,alleen,ziekte,WN,7-12,9500,0.2366991736
vervangingsgraad,alleen,ziekte,WN,7-12,10000,0.2248642149
vervangingsgraad,alleen,ziekte,WN,7-12,11000,0.2044220135
vervangingsgraad,alleen,ziekte,WN,7-12,12000,0.1873868457
vervangingsgraad,alleen,ziekte,WN,7-12,13000,0.172972473
vervangingsgraad,alleen,ziekte,WN,7-12,14000,0.1606172964
vervangingsgraad,alleen,ziekte,WN,7-12,15000,0.1499094766
vervangingsgraad,alleen,werkloosheid,ZS,-,1550,1.040620166
vervangingsgraad,alleen,werkloosheid,ZS,-,1800,0.8960895878
vervangingsgraad,alleen,werkloosheid,ZS,-,2000,0.806480629
vervangingsgraad,alleen,werkloosheid,ZS,-,2250,0.7168716702
vervangingsgraad,alleen,werkloosheid,ZS,-,2500,0.6451845032
vervangingsgraad,alleen,werkloosheid,ZS,-,2750,0.5865313665
vervangingsgraad,alleen,werkloosheid,ZS,-,3000,0.5376537527
vervangingsgraad,alleen,werkloosheid,ZS,-,3250,0.4962957717
vervangingsgraad,alleen,werkloosheid,ZS,-,3500,0.4608460737
vervangingsgraad,alleen,werkloosheid,ZS,-,3750,0.4301230021
vervangingsgraad,alleen,werkloosheid,ZS,-,4000,0.4032403145
vervangingsgraad,alleen,werkloosheid,ZS,-,4250,0.379520296
vervangingsgraad,alleen,werkloosheid,ZS,-,4500,0.3584358351
vervangingsgraad,alleen,werkloosheid,ZS,-,4750,0.3395707912
vervangingsgraad,alleen,werkloosheid,ZS,-,5000,0.3225922516
vervangingsgraad,alleen,werkloosheid,ZS,-,5250,0.3072307158
vervangingsgraad,alleen,werkloosheid,ZS,-,5500,0.2932656833
vervangingsgraad,alleen,werkloosheid,ZS,-,5750,0.2805150014
vervangingsgraad,alleen,werkloosheid,ZS,-,6000,0.2688268763
vervangingsgraad,alleen,werkloosheid,ZS,-,6250,0.2580738013
vervangingsgraad,alleen,werkloosheid,ZS,-,6500,0.2481478858
vervangingsgraad,alleen,werkloosheid,ZS,-,6750,0.2389572234
vervangingsgraad,alleen,werkloosheid,ZS,-,7000,0.2304230369
vervangingsgraad,alleen,werkloosheid,ZS,-,7500,0.2150615011
vervangingsgraad,alleen,werkloosheid,ZS,-,8000,0.2016201573
vervangingsgraad,alleen,werkloosheid,ZS,-,8500,0.189760148
vervangingsgraad,alleen,werkloosheid,ZS,-,9000,0.1792179176
vervangingsgraad,alleen,werkloosheid,ZS,-,9500,0.1697853956
vervangingsgraad,alleen,werkloosheid,ZS,-,10000,0.1612961258
vervangingsgraad,alleen,werkloosheid,ZS,-,11000,0.1466328416
vervangingsgraad,alleen,werkloosheid,ZS,-,12000,0.1344134382
vervangingsgraad,alleen,werkloosheid,ZS,-,13000,0.1240739429
vervangingsgraad,alleen,werkloosheid,ZS,-,14000,0.1152115184
vervangingsgraad,alleen,werkloosheid,ZS,-,15000,0.1075307505
vervangingsgraad,alleen,werkloosheid,WN,1-3,1550,0.9117741935
vervangingsgraad,alleen,werkloosheid,WN,1-3,1800,0.7851388889
vervangingsgraad,alleen,werkloosheid,WN,1-3,2000,0.706625
vervangingsgraad,alleen,werkloosheid,WN,1-3,2250,0.7773529462
vervangingsgraad,alleen,werkloosheid,WN,1-3,2500,0.7600593784
vervangingsgraad,alleen,werkloosheid,WN,1-3,2750,0.6909630713
vervangingsgraad,alleen,werkloosheid,WN,1-3,3000,0.6333828153
vervangingsgraad,alleen,werkloosheid,WN,1-3,3250,0.5846610603
vervangingsgraad,alleen,werkloosheid,WN,1-3,3500,0.542899556
vervangingsgraad,alleen,werkloosheid,WN,1-3,3750,0.5067062523
vervangingsgraad,alleen,werkloosheid,WN,1-3,4000,0.4750371115
vervangingsgraad,alleen,werkloosheid,WN,1-3,4250,0.447093752
vervangingsgraad,alleen,werkloosheid,WN,1-3,4500,0.4222552102
vervangingsgraad,alleen,werkloosheid,WN,1-3,4750,0.4000312518
vervangingsgraad,alleen,werkloosheid,WN,1-3,5000,0.3800296892
vervangingsgraad,alleen,werkloosheid,WN,1-3,5250,0.3619330373
vervangingsgraad,alleen,werkloosheid,WN,1-3,5500,0.3454815356
vervangingsgraad,alleen,werkloosheid,WN,1-3,5750,0.3304605993
vervangingsgraad,alleen,werkloosheid,WN,1-3,6000,0.3166914077
vervangingsgraad,alleen,werkloosheid,WN,1-3,6250,0.3040237514
vervangingsgraad,alleen,werkloosheid,WN,1-3,6500,0.2923305302
