type,positie,bruto_60pct,minimum,maximum,bruto,personenbelasting,netto,inhouding,inhouding_pct,bindend
ZV50,4750,1978.6740000000002,1773.3499999999999,3798.8759999999997,1978.6740000000002,179.88039660000001,1778.719603,20.074000400000159,1.0145178235525487,-
ZV50,5000,2123.4540000000002,1773.3499999999999,3798.8759999999997,2123.4540000000002,223.0553018,1825.016179,75.382519200000161,3.549995394296281,-
ZV50,5250,2268.2339999999999,1773.3499999999999,3798.8759999999997,2268.2339999999999,290.43932330000001,1897.27226,80.522416699999894,3.5500048363616759,-
ZV50,5500,2388.8819999999996,1773.3499999999999,3798.8759999999997,2388.8819999999996,346.59191700000002,1957.4848489999999,84.8052339999997,3.5499967767348788,-
ZV50,5750,2557.7939999999999,1773.3499999999999,3798.8759999999997,2557.7939999999999,432.87654609999998,2034.115714,90.80173990000003,3.5500020681884483,-
ZV50,6000,2702.5740000000001,1773.3499999999999,3798.8759999999997,2702.5740000000001,507.935631,2098.6969680000002,95.941401000000042,3.5500008880422902,-
ZV50,6250,2871.4860000000003,1773.3499999999999,3798.8759999999997,2871.4860000000003,595.50563920000002,2174.0426889999999,101.93767180000032,3.5499971721958703,-
ZV50,6500,3016.2659999999996,1773.3499999999999,3798.8759999999997,3016.2659999999996,670.56472410000003,2238.6239420000002,107.0773338999993,3.549996382944983,-
ZV50,6750,3161.0459999999998,1773.3499999999999,3798.8759999999997,3161.0459999999998,729.38101470000004,2289.2298049999999,142.43518029999996,4.5059508877757537,-
ZV50,7000,3329.9580000000001,1773.3499999999999,3798.8759999999997,3329.9580000000001,806.34504470000002,2355.4500840000001,168.16287130000001,5.0499997687658524,-
ZV50,7500,3619.5179999999996,1773.3499999999999,3798.8759999999997,3619.5179999999996,944.40079549999996,2474.2340180000001,200.88318649999928,5.5499982732507283,-
ZV50,8000,3943.2660000000001,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZV50,8500,4249.308,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZV50,9000,4555.3499999999995,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZV50,9500,4863.5940000000001,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZV50,10000,5203.9199999999992,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZV50,11000,5876.6639999999998,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZV50,12000,6506.6639999999998,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
