variant,groep,pos,w
C,zs_typ,2750,14581.2888823311
C,zs_typ,3000,14713.407259666679
C,zs_typ,3250,15335.589004359361
C,zs_typ,3500,8137.3404227399305
C,zs_typ,3750,10376.822345188421
C,zs_typ,4000,6045.6380798478112
C,zs_typ,4250,2635.204462230065
C,zs_typ,4500,11627.506661075609
C,zs_typ,4750,4833.659375861148
C,zs_typ,5000,2852.5098393279141
C,zs_typ,5250,2458.6829650073792
C,zs_typ,5500,2129.6255087352411
C,zs_typ,5750,878.80223915356532
C,zs_typ,6250,3114.1803210255289
C,zs_typ,7000,582.13175116731611
C,zs_typ,7500,3104.4910545841849
C,zs_typ,8500,1123.7577846014501
C,zs_typ,13000,560.13996000300972
C,zs_typ,14000,1967.116237559206
C,zs_typ,15000,1040.6411608413059
